trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
141,False,"{'a': 0.2, 'e': 0.24241664604458016}",20,0,-9.609997694422765,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
142,False,"{'a': 0.2, 'e': 0.23999247958413436}",20,0,3.2473314440373353,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
143,False,"{'a': 0.2, 'e': 0.23759255478829303}",20,16,8.0094090764933,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.2, 'e': 0.2352166292404101}",20,0,9.04207005059724,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
145,False,"{'a': 0.2, 'e': 0.232864462948006}",25,0,9.345610135975068,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
146,False,"{'a': 0.2, 'e': 0.23053581831852593}",30,19,16.39463469034121,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.2, 'e': 0.22823046013534068}",30,0,15.2613084381079,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
148,False,"{'a': 0.2, 'e': 0.22594815553398728}",20,6,23.254807438995662,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.2, 'e': 0.22368867397864742}",20,14,10.077617443852006,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.2, 'e': 0.22145178723886094}",20,8,9.561341708651,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.2, 'e': 0.21923726936647234}",20,13,11.710198307083854,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.2, 'e': 0.2170448966728076}",20,0,12.590940801273565,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
153,False,"{'a': 0.2, 'e': 0.21487444770607952}",20,12,15.575352829303416,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.2, 'e': 0.21272570322901874}",20,13,13.587207178508091,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.2, 'e': 0.21059844619672854}",25,0,17.7187591185209,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
156,False,"{'a': 0.2, 'e': 0.20849246173476127}",30,13,-6.4608103334840825,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
157,False,"{'a': 0.2, 'e': 0.20640753711741366}",25,0,-19.99997516611869,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
158,False,"{'a': 0.2, 'e': 0.20434346174623952}",35,9,19.65946400635389,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.2, 'e': 0.20230002712877712}",25,11,14.330606016923758,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
160,False,"{'a': 0.2, 'e': 0.20027702685748935}",20,0,-5.776012291547182,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
161,False,"{'a': 0.2, 'e': 0.19827425658891445}",20,0,3.178685012014883,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
162,False,"{'a': 0.2, 'e': 0.1962915140230253}",25,12,16.357675866371572,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.2, 'e': 0.19432859888279505}",35,15,-11.702703233932244,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
164,False,"{'a': 0.2, 'e': 0.1923853128939671}",20,0,10.91679639713679,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
165,False,"{'a': 0.2, 'e': 0.19046145976502743}",30,3,34.38286083319063,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.2, 'e': 0.18855684516737714}",20,0,11.659658650896734,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
167,False,"{'a': 0.2, 'e': 0.18667127671570335}",25,11,8.615059151730472,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.2, 'e': 0.18480456394854633}",25,0,3.2380239350198776,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
169,False,"{'a': 0.2, 'e': 0.18295651830906087}",30,6,16.350724931557618,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.2, 'e': 0.18112695312597027}",25,0,37.14868623544445,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
171,False,"{'a': 0.2, 'e': 0.17931568359471056}",20,0,18.447120807999298,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
172,False,"{'a': 0.2, 'e': 0.17752252675876345}",25,0,11.72392611642132,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
173,False,"{'a': 0.2, 'e': 0.17574730149117582}",20,0,21.7349430221848,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
174,False,"{'a': 0.2, 'e': 0.17398982847626407}",20,7,12.681111550176213,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.2, 'e': 0.17224993019150142}",20,16,5.280157940378768,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.2, 'e': 0.1705274308895864}",25,14,-5.798588722528368,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
177,False,"{'a': 0.2, 'e': 0.16882215658069055}",20,9,6.985606978181798,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.2, 'e': 0.16713393501488363}",20,0,10.735608794883131,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
179,False,"{'a': 0.2, 'e': 0.16546259566473479}",20,16,8.548693552359229,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.2, 'e': 0.16380796970808745}",20,16,7.413702547727847,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.2, 'e': 0.16216989001100657}",30,9,22.606196742328436,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.2, 'e': 0.1605481911108965}",25,10,-5.292980663398932,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
183,False,"{'a': 0.2, 'e': 0.15894270919978754}",20,0,22.15778843439546,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
184,False,"{'a': 0.2, 'e': 0.15735328210778965}",20,0,25.91719659477432,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
185,False,"{'a': 0.2, 'e': 0.15577974928671176}",25,3,27.378411969244002,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.2, 'e': 0.15422195179384465}",20,9,19.962406756472618,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.2, 'e': 0.1526797322759062}",30,10,24.782202029590707,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.2, 'e': 0.15115293495314713}",25,0,-4.897547673447791,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
189,False,"{'a': 0.2, 'e': 0.14964140560361566}",20,10,-8.674339575818358,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
190,False,"{'a': 0.2, 'e': 0.1481449915475795}",20,7,20.53920184636867,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.2, 'e': 0.1466635416321037}",25,7,-11.213362529429512,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
192,False,"{'a': 0.2, 'e': 0.14519690621578268}",20,8,15.591952194416155,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.2, 'e': 0.14374493715362485}",20,6,19.43814029276271,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.2, 'e': 0.1423074877820886}",20,0,22.99025515626038,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
195,False,"{'a': 0.2, 'e': 0.1408844129042677}",30,20,12.869223479838974,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.2, 'e': 0.13947556877522502}",20,0,30.37045285349231,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
197,False,"{'a': 0.2, 'e': 0.13808081308747278}",30,16,4.811295439441146,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
198,False,"{'a': 0.2, 'e': 0.13670000495659804}",20,0,-14.336882647121172,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
199,False,"{'a': 0.2, 'e': 0.13533300490703207}",20,2,25.258063711573744,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.2, 'e': 0.13397967485796175}",20,3,28.262016927016948,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.2, 'e': 0.13263987810938213}",20,13,13.951658528351562,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.2, 'e': 0.1313134793282883}",30,0,35.19144509852935,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
203,False,"{'a': 0.2, 'e': 0.13000034453500542}",30,0,-4.8500997138490956,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",1
204,False,"{'a': 0.2, 'e': 0.12870034108965536}",25,0,-4.75220821342514,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
205,False,"{'a': 0.2, 'e': 0.12741333767875881}",30,0,23.358242267705624,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
206,False,"{'a': 0.2, 'e': 0.12613920430197123}",20,16,7.663092542185773,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.2, 'e': 0.12487781225895152}",25,0,30.173949836455996,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
208,False,"{'a': 0.2, 'e': 0.123629034136362}",30,0,38.796120485997875,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
209,False,"{'a': 0.2, 'e': 0.12239274379499838}",25,0,15.595774784077777,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
210,False,"{'a': 0.2, 'e': 0.1211688163570484}",20,0,30.43944317899316,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
211,False,"{'a': 0.2, 'e': 0.11995712819347792}",25,4,31.052100583736106,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.2, 'e': 0.11875755691154315}",20,11,11.425293500853993,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.2, 'e': 0.11756998134242772}",30,15,16.90861358269316,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.2, 'e': 0.11639428152900344}",20,0,-16.61338817442197,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
215,False,"{'a': 0.2, 'e': 0.11523033871371341}",25,6,20.953867180814072,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.2, 'e': 0.11407803532657627}",35,0,-106.13502038640375,"{0: 29, 1: 0, 2: 3, 3: 0, 4: 3}",0
217,False,"{'a': 0.2, 'e': 0.11293725497331052}",20,0,15.109343718014994,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
218,False,"{'a': 0.2, 'e': 0.1118078824235774}",25,20,9.707618046867074,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.2, 'e': 0.11068980359934164}",20,0,23.296013121885977,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
220,False,"{'a': 0.2, 'e': 0.10958290556334822}",30,21,2.8378032221738136,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.2, 'e': 0.10848707650771475}",25,11,-19.92367801756084,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
222,False,"{'a': 0.2, 'e': 0.1074022057426376}",20,10,8.336042318014456,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.2, 'e': 0.10632818368521123}",30,9,-2.473088723680557,"{0: 18, 1: 2, 2: 0, 3: 1, 4: 0}",1
224,False,"{'a': 0.2, 'e': 0.10526490184835911}",20,7,-1.333668764223414,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
225,False,"{'a': 0.2, 'e': 0.10421225282987552}",20,0,-18.643735880693068,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
226,False,"{'a': 0.2, 'e': 0.10317013030157676}",20,6,-39.737493077554355,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
227,False,"{'a': 0.2, 'e': 0.10213842899856099}",20,0,-14.378147121186558,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
228,False,"{'a': 0.2, 'e': 0.10111704470857538}",30,8,-1.9716285320048177,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
229,False,"{'a': 0.2, 'e': 0.10010587426148963}",20,15,9.035388997521608,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.2, 'e': 0.09910481551887473}",20,0,-20.31120228694657,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
231,False,"{'a': 0.2, 'e': 0.09811376736368599}",30,18,21.37132322622707,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.2, 'e': 0.09713262969004913}",25,3,35.05451552170683,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.2, 'e': 0.09616130339314863}",25,18,14.104609598063858,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.2, 'e': 0.09519969035921715}",20,0,27.629024907946388,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
235,False,"{'a': 0.2, 'e': 0.09424769345562498}",30,7,-1.4865038915861075,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 0}",1
236,False,"{'a': 0.2, 'e': 0.09330521652106873}",25,10,24.577136199390814,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.2, 'e': 0.09237216435585804}",30,17,-22.19263333604699,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
238,False,"{'a': 0.2, 'e': 0.09144844271229946}",25,16,16.246480661950546,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.2, 'e': 0.09053395828517646}",30,8,37.42310741860733,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.2, 'e': 0.08962861870232469}",20,7,9.507366565093491,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.2, 'e': 0.08873233251530144}",30,22,7.428049367787277,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.2, 'e': 0.08784500919014843}",25,0,27.054499549435274,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
243,False,"{'a': 0.2, 'e': 0.08696655909824694}",25,13,14.335708460014013,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.2, 'e': 0.08609689350726446}",20,0,18.29962228779794,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
245,False,"{'a': 0.2, 'e': 0.08523592457219181}",20,9,19.45435357451963,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.2, 'e': 0.0843835653264699}",20,0,25.881722675659077,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
247,False,"{'a': 0.2, 'e': 0.0835397296732052}",20,0,20.70733606791523,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
248,False,"{'a': 0.2, 'e': 0.08270433237647315}",25,4,21.300247207670925,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 0.2, 'e': 0.08187728905270841}",25,14,9.847677464790978,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.2, 'e': 0.08105851616218133}",20,0,-8.259110063623426,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
251,False,"{'a': 0.2, 'e': 0.08024793100055952}",25,14,19.714023528264136,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.2, 'e': 0.07944545169055392}",25,2,39.03103764507629,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.2, 'e': 0.07865099717364837}",25,13,21.23351659980283,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.2, 'e': 0.07786448720191189}",30,21,8.977186049890006,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.2, 'e': 0.07708584232989277}",30,12,33.08592127039669,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.2, 'e': 0.07631498390659384}",30,0,32.63963026729439,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
257,False,"{'a': 0.2, 'e': 0.07555183406752791}",20,8,15.666151615292922,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.2, 'e': 0.07479631572685264}",35,27,13.161606145919457,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.2, 'e': 0.07404835256958411}",20,12,17.226793532732405,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.2, 'e': 0.07330786904388827}",30,0,24.42504776923608,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
261,False,"{'a': 0.2, 'e': 0.07257479035344938}",20,0,11.544975069578232,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
